page_id	text	label	Pattern Category	clean_text	char_count	word_count
638	SRX Remotes	0	Not Dark Pattern	SRX Remotes	11	2
1197	 PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe 	0	Not Dark Pattern	PAVILION LONG SLEEVE SHIRT DRESS Cornflower Stripe	50	7
165	Son in Suisun City, United States purchased Commander Lex	1	Social Proof	Son in Suisun City, United States purchased Commander Lex	57	9
1009	Icon MTB Socks - Black/Green	0	Not Dark Pattern	Icon MTB Socks - Black/Green	28	5
638	Focus remotes	0	Not Dark Pattern	Focus remotes	13	2
711	3DAYS124606	1	Urgency	3DAYS124606	11	1
891	To cancel your order before it ships, call us.	1	Obstruction	To cancel your order before it ships, call us.	46	9
638	Signup for email updates from Car and Truck Remotes!	0	Not Dark Pattern	Signup for email updates from Car and Truck Remotes!	52	9
4	Easy, awesome! ready to go. Held a charge first night	0	Not Dark Pattern	Easy, awesome! ready to go. Held a charge first night	53	10
92	More than 752 users are adding shapewear to their cart. Is your size left?	1	Social Proof	More than 752 users are adding shapewear to their cart. Is your size left?	74	14
1480	Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -	0	Not Dark Pattern	Newborn & InfantYouthAdjustableFlexSnapbacksSale Items- View All -	66	7
353	Flat Top	0	Not Dark Pattern	Flat Top	8	2
776	CPUs & Processors	0	Not Dark Pattern	CPUs & Processors	17	3
414	Brand Directory 	0	Not Dark Pattern	Brand Directory	15	2
325	No, I don't feel lucky.	1	Misdirection	No, I don't feel lucky.	23	5
1510	Only 2 left in stock. Make it yours.	1	Scarcity	Only 2 left in stock. Make it yours.	36	8
906	For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.	1	Obstruction	For more information about the VIP Rewards Club Membership, to purchase or terminate a membership, or to start or stop automatic renewal of a membership, contact Ross-Simons Customer Service by postal mail at: Ross-Simons, 9 Ross-Simons Drive, Cranston, Rhode Island 02920; or by email at customerservice@ross-simons.com; or by calling the VIP Rewards Club priority line at 800-835-3799.	387	57
568	  	0	Not Dark Pattern		1	1
31	Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago	1	Social Proof	Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago	80	13
1203	Only 1 left in stock.	1	Scarcity	Only 1 left in stock.	21	5
1268	 Candy & Snacks 	0	Not Dark Pattern	Candy & Snacks	14	3
1279	Only 1 left , In Stock	1	Scarcity	Only 1 left , In Stock	22	6
140	65% of our customers added Surefit protection this year.	1	Social Proof	65% of our customers added Surefit protection this year.	56	9
995	50% OFF for Limited Time Only!!!	1	Urgency	50% OFF for Limited Time Only!!!	32	6
4	 Active Filters English English ✘ Remove Filter 	0	Not Dark Pattern	Active Filters English English ✘ Remove Filter	46	7
812	HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC	1	Urgency	HURRY! ENDS IN: 11 HRS 20 MIN 13 SEC	36	9
68	Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated 	1	Social Proof	Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated	124	16
567	YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW	1	Urgency	YOUR CART IS ELIGIBLE FOR AN ADDITIONAL 10% OFF Including Current Promotions + Sale & Clearance 00 hours :29 minutes :26 seconds CHECK OUT NOW	142	25
1026	 MIN Twins 	0	Not Dark Pattern	MIN Twins	9	2
1446	Wedding Cross Stich & Embroidery Patterns	0	Not Dark Pattern	Wedding Cross Stich & Embroidery Patterns	41	6
1590	Choose Type of Cookies You Accept Using	0	Not Dark Pattern	Choose Type of Cookies You Accept Using	39	7
189	 ★ ★ ★ ★ ★ 	0	Not Dark Pattern	★ ★ ★ ★ ★	9	5
1565	10 SEATS LEFT	1	Scarcity	10 SEATS LEFT	13	3
1256	(Only 5 Left)	1	Scarcity	(Only 5 Left)	13	3
1489	 Mixed Wine Cases 	0	Not Dark Pattern	Mixed Wine Cases	16	3
1740	Let's make sure you have everything else you need	1	Misdirection	Let's make sure you have everything else you need	49	9
1111	80% offers claimed. Hurry up!	1	Scarcity	80% offers claimed. Hurry up!	29	5
398	WhiteBoho Rose Comforter and Sham Set	0	Not Dark Pattern	WhiteBoho Rose Comforter and Sham Set	37	6
528	Your order is reserved for 09:57 minutes!	1	Urgency	Your order is reserved for 09:57 minutes!	41	7
729	 ₪ ILS 	0	Not Dark Pattern	₪ ILS	5	2
1316	 Cooling & Air Treatment 	0	Not Dark Pattern	Cooling & Air Treatment	23	4
680	Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...	0	Not Dark Pattern	Mother’s Day is undoubtedly a significant occasion for all mothers. But, for the new moms, it is even more special. If you........... Read More...	146	24
1058	LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY	1	Urgency	LAYAWAY SALE WE WILL MATCH YOUR INITIAL PAYMENT. LIMITED TIME ONLY	66	11
767	HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC	1	Urgency	HURRY! ENDS IN: 10 HRS 40 MIN 00 SEC	36	9
1459	Mary Janes	0	Not Dark Pattern	Mary Janes	10	2
1295	Select Your Year	0	Not Dark Pattern	Select Your Year	16	3
103	What treats can I use?	0	Not Dark Pattern	What treats can I use?	22	5
527	We curate the very best in creative and innovative fashion for the EDM Lifestyle. 	0	Not Dark Pattern	We curate the very best in creative and innovative fashion for the EDM Lifestyle.	81	14
1488	Only 20 left	1	Scarcity	Only 20 left	12	3
188	 Terms of Service 	0	Not Dark Pattern	Terms of Service	16	3
1550	Upright Plants	0	Not Dark Pattern	Upright Plants	14	2
633	Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec	1	Urgency	Your one-time offer! Enjoy 10% off sitewide. Applied at checkout Offer ends in: 04 hrs 37 min 56 sec	100	19
1726	"""Your purchase entitles you to the following special"""	1	Misdirection	"""Your purchase entitles you to the following special"""	53	8
1317	 Brass Shankh 	0	Not Dark Pattern	Brass Shankh	12	2
63	2 people are looking right now	1	Social Proof	2 people are looking right now	30	6
350	Boys Shorts	0	Not Dark Pattern	Boys Shorts	11	2
971	IN HIGH DEMAND!	1	Scarcity	IN HIGH DEMAND!	15	3
1601	Low Stock Only 2 left	1	Scarcity	Low Stock Only 2 left	21	5
1481	Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild	0	Not Dark Pattern	Anaheim DucksArizona CoyotesCalgary FlamesChicago BlackhawksColorado AvalancheDallas StarsEdmonton OilersLos Angeles KingsMinnesota Wild	136	11
398	Blankets Throws	0	Not Dark Pattern	Blankets Throws	15	2
861	Shop Disposables	0	Not Dark Pattern	Shop Disposables	16	2
765	 Free Delivery to Home & Next day delivery available to store* 	0	Not Dark Pattern	Free Delivery to Home & Next day delivery available to store*	61	11
1595	Limited-time Deal	1	Scarcity	Limited-time Deal	17	2
1045	Limited time - Free Shipping on all orders*	1	Urgency	Limited time - Free Shipping on all orders*	43	8
1469	Surgical & Face Masks	0	Not Dark Pattern	Surgical & Face Masks	21	4
1695	Hurry! Only 4 left in stock.	1	Scarcity	Hurry! Only 4 left in stock.	28	6
323	No thanks, I despise coupons!	1	Misdirection	No thanks, I despise coupons!	29	5
1429	Shop Men's Styles	0	Not Dark Pattern	Shop Men's Styles	17	3
1477	If you are one of those constantly devoted to healthy eating, weight loss plans,..	0	Not Dark Pattern	If you are one of those constantly devoted to healthy eating, weight loss plans,..	82	14
161	JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago	1	Social Proof	JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago	124	21
1000	For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!	1	Urgency	For a limited time, buy 2 Hydroxycut Hardcore Elite, 30 Servings for $30!	73	13
1394	(5 Left)	1	Scarcity	(5 Left)	8	2
1044	 Choosing the Best Plus Size Briefs 	0	Not Dark Pattern	Choosing the Best Plus Size Briefs	34	6
984	FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.	1	Urgency	FREE SHIPPING FOR A LIMITED TIME | PRICES ARE IN USD AND INCLUDE ALL IMPORT DUTIES.	83	16
993	 Cable Winders 	0	Not Dark Pattern	Cable Winders	13	2
638	TSX Remotes	0	Not Dark Pattern	TSX Remotes	11	2
1526	Only 3 Left In Stock	1	Scarcity	Only 3 Left In Stock	20	5
1469	Baby Bathtubs	0	Not Dark Pattern	Baby Bathtubs	13	2
1174	Only 14 left	1	Scarcity	Only 14 left	12	3
62	33 people are eyeing this item!	1	Social Proof	33 people are eyeing this item!	31	6
1716	Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*	1	Misdirection	Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*	183	37
321	No thanks, I don't like saving money	1	Misdirection	No thanks, I don't like saving money	36	7
1657	Only 1 Left in Stock. Buy Soon!	1	Scarcity	Only 1 Left in Stock. Buy Soon!	31	7
15	19 people have viewed this item	1	Social Proof	19 people have viewed this item	31	6
822	Crossman Air Pistols	0	Not Dark Pattern	Crossman Air Pistols	20	3
391	No Thanks, I'd Rather Pay Full Price	1	Misdirection	No Thanks, I'd Rather Pay Full Price	36	7
811	Harry Potter 	0	Not Dark Pattern	Harry Potter	12	2
1784	FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A	0	Not Dark Pattern	FilterSortFeaturedPrice: Low to HighPrice: High to LowAlphabetical: A-ZAlphabetical: Z-A	88	9
1439	We only have 8.0000 left in Stock	1	Scarcity	We only have 8.0000 left in Stock	33	7
875	Hurry, Sale ends in 9 Hours!	1	Urgency	Hurry, Sale ends in 9 Hours!	28	6
1139	Jewelry Care Kit	0	Not Dark Pattern	Jewelry Care Kit	16	3
5	Give a Gift	0	Not Dark Pattern	Give a Gift	11	3
907	 First name * 	0	Not Dark Pattern	First name *	12	3
55	166 people have added this item to cart	1	Social Proof	166 people have added this item to cart	39	8
603	LIMITED TIME LEFT! 00 : 46 : 11	1	Urgency	LIMITED TIME LEFT! 00 : 46 : 11	31	8
1653	Speak with our customer-care executive who will help you with your buying.	0	Not Dark Pattern	Speak with our customer-care executive who will help you with your buying.	74	12
1658	Mechanic's Wear	0	Not Dark Pattern	Mechanic's Wear	15	2
128	Please note: we do not ship to PO Boxes	0	Not Dark Pattern	Please note: we do not ship to PO Boxes	39	9
175	Michael M. from Lacey, WA just bought a Cal King	1	Social Proof	Michael M. from Lacey, WA just bought a Cal King	48	10
1293	Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime. 	0	Not Dark Pattern	Products are automatically delivered on your schedule. No obligation, modify or cancel your subscription anytime.	113	15
1647	There are only 1 item left in stock.	1	Scarcity	There are only 1 item left in stock.	36	8
1304	Free Shipping*	0	Not Dark Pattern	Free Shipping*	14	2
568	Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.	0	Not Dark Pattern	Crystals are alive. Born inside Mother Earth, crystal energy can be felt just like heat or cold. For chakra training to astrological remedies, discover healing crystals.	169	26
827	A-Z Luxury Brands	0	Not Dark Pattern	A-Z Luxury Brands	17	3
1668	ALMOST GONE - only 2 remaining!	1	Scarcity	ALMOST GONE - only 2 remaining!	31	6
786	Offer ends in 03 days 19 hours : 54 mins : 22 secs	1	Urgency	Offer ends in 03 days 19 hours : 54 mins : 22 secs	50	13
258	Over 200 views in 24 hrs	1	Social Proof	Over 200 views in 24 hrs	24	6
1498	Hurry, only 302 left.	1	Scarcity	Hurry, only 302 left.	21	4
822	Shotgun Bore Mops	0	Not Dark Pattern	Shotgun Bore Mops	17	3
261	POPULAR 64 others checked this out in the last few hours.	1	Social Proof	POPULAR 64 others checked this out in the last few hours.	57	11
1252	ONLY 5 LEFT IN STOCK	1	Scarcity	ONLY 5 LEFT IN STOCK	20	5
342	No thanks, I hate saving money	1	Misdirection	No thanks, I hate saving money	30	6
1381	Moroccan Rugs	0	Not Dark Pattern	Moroccan Rugs	13	2
994	ONLY AVAILABLE FOR A LIMITED TIME	1	Urgency	ONLY AVAILABLE FOR A LIMITED TIME	33	6
1351	 Sprouting 	0	Not Dark Pattern	Sprouting	9	1
272	Help us #savethefishies.	0	Not Dark Pattern	Help us #savethefishies.	24	3
1236	5 items left	1	Scarcity	5 items left	12	3
239	This product was viewed 26 seconds ago by someone from Princeton	1	Social Proof	This product was viewed 26 seconds ago by someone from Princeton	64	11
1473	ONLY 1 ITEM LEFT!	1	Scarcity	ONLY 1 ITEM LEFT!	17	4
1692	ONLY 11 LEFT	1	Scarcity	ONLY 11 LEFT	12	3
1518	Only a few left of this product!	1	Scarcity	Only a few left of this product!	32	7
719	JFN Scallop V Neck Solid Casual T-Shirt/Tee	0	Not Dark Pattern	JFN Scallop V Neck Solid Casual T-Shirt/Tee	43	7
120	Purchased 6 times this week.	1	Social Proof	Purchased 6 times this week.	28	5
1446	Crochet Baby Patterns	0	Not Dark Pattern	Crochet Baby Patterns	21	3
1083	Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog	0	Not Dark Pattern	Felizer Designer Diamond studded Round Dial Metal starp watch for Women & Girls - Silver (Heart design) Analog	110	18
264	 Home / Black Tapered Belted Cigarette Trousers - Myasia 	0	Not Dark Pattern	Home / Black Tapered Belted Cigarette Trousers - Myasia	55	9
1140	Only 4 left at this price	1	Scarcity	Only 4 left at this price	25	6
1667	Once a celebrated author of short stories now in his twilight years, 	0	Not Dark Pattern	Once a celebrated author of short stories now in his twilight years,	68	12
212	Recent Searches	0	Not Dark Pattern	Recent Searches	15	2
189	 Brand case & cloth included 	0	Not Dark Pattern	Brand case & cloth included	27	5
230	Hair Color + Highlights	0	Not Dark Pattern	Hair Color + Highlights	23	4
919	We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!	0	Not Dark Pattern	We combined powerful, yet gentle acne-fighting ingredients with our own unique plant-based complexes to help reduce irritation and redness associated with acne and breakouts. The result? Skin that’s nourished, smooth, and most importantly, clear!	246	34
1305	Only 2 left, order soon	1	Scarcity	Only 2 left, order soon	23	5
1351	 Food 	0	Not Dark Pattern	Food	4	1
920	MORE WAYS TO SHOP	0	Not Dark Pattern	MORE WAYS TO SHOP	17	4
724	Your shopping cart is empty.	0	Not Dark Pattern	Your shopping cart is empty.	28	5
1241	Coin Necklace 	0	Not Dark Pattern	Coin Necklace	13	2
1009	Mallet E Speed Lace - Black/Silver	0	Not Dark Pattern	Mallet E Speed Lace - Black/Silver	34	6
110	Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now	1	Social Proof	Someone from Huntingtown, Maryland, United States purchased TopCoat® F11® Polish & Sealer - Web Special Kits Just Now	117	18
893	You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).	1	Obstruction	You may cancel your VIP membership at any time by calling 1-866-337-0906 (open 24/7).	85	14
944	Items in your cart are in VERY high-demand.	1	Scarcity	Items in your cart are in VERY high-demand.	43	8
1489	Sign up to our mailing list here and be the first to know about exclusive offers and events	0	Not Dark Pattern	Sign up to our mailing list here and be the first to know about exclusive offers and events	91	18
955	Items in your cart are selling fast	1	Scarcity	Items in your cart are selling fast	35	7
477	No thanks, I don't like winning.	1	Misdirection	No thanks, I don't like winning.	32	6
1466	Laundry Care	0	Not Dark Pattern	Laundry Care	12	2
1499	Low in stock: only 2 left.	1	Scarcity	Low in stock: only 2 left.	26	6
734	Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC	1	Urgency	Deal Ends In 2 : DAYS13 : HRS10 : MIN24 SEC	43	11
1654	Order soon, only 1 left!	1	Scarcity	Order soon, only 1 left!	24	5
584	This campaign was taken down for content reasons	0	Not Dark Pattern	This campaign was taken down for content reasons	48	8
1238	Hurry, only 2 left in stock!	1	Scarcity	Hurry, only 2 left in stock!	28	6
767	AdjustableSnapbacksSale Items- View All -	0	Not Dark Pattern	AdjustableSnapbacksSale Items- View All -	41	5
1278	ONLY 5 LEFT IN STOCK!	1	Scarcity	ONLY 5 LEFT IN STOCK!	21	5
294	Over 238 people have bought this product	1	Social Proof	Over 238 people have bought this product	40	7
658	Order in 13:16 to get $200 off your mattress	1	Urgency	Order in 13:16 to get $200 off your mattress	44	9
907	 Bob Ross Oil Brushes 	0	Not Dark Pattern	Bob Ross Oil Brushes	20	4
454	No Thanks, I'd rather pay full price	1	Misdirection	No Thanks, I'd rather pay full price	36	7
1730	Terra - Medium Brown	0	Not Dark Pattern	Terra - Medium Brown	20	4
1322	Warning: Last items in stock!	1	Scarcity	Warning: Last items in stock!	29	5
534	Work With More Buyers And Sellers?	0	Not Dark Pattern	Work With More Buyers And Sellers?	34	6
61	 Lighting	0	Not Dark Pattern	Lighting	8	1
622	 Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse 	0	Not Dark Pattern	Round Neck Casual Loose Patchwork Printed Short Sleeve Blouse	61	9
38	39 recently purchased it	1	Social Proof	39 recently purchased it	24	4
1034	Limited Time Offer: 10% Off your first order!	1	Urgency	Limited Time Offer: 10% Off your first order!	45	8
1466	Computer Accessories	0	Not Dark Pattern	Computer Accessories	20	2
1351	Aromatherapy 	0	Not Dark Pattern	Aromatherapy	12	1
1381	A Ritual of Light	0	Not Dark Pattern	A Ritual of Light	17	4
1398	Hurry only 2 left	1	Scarcity	Hurry only 2 left	17	4
127	21 people looked at this during the last 24 hours	1	Social Proof	21 people looked at this during the last 24 hours	49	10
1536	Black Jeans	0	Not Dark Pattern	Black Jeans	11	2
534	Build your own powerful multi-vendor marketplace website	0	Not Dark Pattern	Build your own powerful multi-vendor marketplace website	56	7
965	Items in your cart are in high demand, but we have reserved your order.	1	Scarcity	Items in your cart are in high demand, but we have reserved your order.	71	14
1375	167 piece(s) left for this promo	1	Scarcity	167 piece(s) left for this promo	32	6
429	No Thanks, I don't like free stuff.	1	Misdirection	No Thanks, I don't like free stuff.	35	7
1122	Only 32 left in stock	1	Scarcity	Only 32 left in stock	21	5
1481	Less than 10 left!	1	Scarcity	Less than 10 left!	18	4
203	CUSTOMER SERVICE	0	Not Dark Pattern	CUSTOMER SERVICE	16	2
686	Hurry! Sale ends in:	1	Urgency	Hurry! Sale ends in:	20	4
1488	NRA Firearms For Freedom	0	Not Dark Pattern	NRA Firearms For Freedom	24	4
1545	Low in stock	1	Scarcity	Low in stock	12	3
1303	Availability: Only 1 Left	1	Scarcity	Availability: Only 1 Left	25	4
622	 Printed Long Sleeves Casual Blouse For Women 	0	Not Dark Pattern	Printed Long Sleeves Casual Blouse For Women	44	7
573	Straight Hair Extensions	0	Not Dark Pattern	Straight Hair Extensions	24	3
306	Radio and GPS Pouches	0	Not Dark Pattern	Radio and GPS Pouches	21	4
1158	Only 3 left!	1	Scarcity	Only 3 left!	12	3
1597	Only 4 unit(s) available!	1	Scarcity	Only 4 unit(s) available!	25	4
1343	Anniversary Gifts by Year	0	Not Dark Pattern	Anniversary Gifts by Year	25	4
1446	All Scrapbooking Supplies	0	Not Dark Pattern	All Scrapbooking Supplies	25	3
1699	No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.	1	Misdirection	No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.	203	33
172	146 people recently purchased this.	1	Social Proof	146 people recently purchased this.	35	5
1454	Only 25 Deals left	1	Scarcity	Only 25 Deals left	18	4
246	HOW TO MANAGE SIDE EFFECTS	0	Not Dark Pattern	HOW TO MANAGE SIDE EFFECTS	26	5
1736	Website Accessibility	0	Not Dark Pattern	Website Accessibility	21	2
790	 Item added to cart. View cart and check out. Close 	0	Not Dark Pattern	Item added to cart. View cart and check out. Close	50	10
1550	Heat Mats & Strips	0	Not Dark Pattern	Heat Mats & Strips	18	4
775	HURRY! YOUR 10% OFF EXPIRES IN 29:43	1	Urgency	HURRY! YOUR 10% OFF EXPIRES IN 29:43	36	7
12	3 people bought this item last week.	1	Social Proof	3 people bought this item last week.	36	7
907	 Share on Pinterest 	0	Not Dark Pattern	Share on Pinterest	18	3
1089	Only 8 left in stock	1	Scarcity	Only 8 left in stock	20	5
565	Hurry! This special sale ends in 2h 42m 0s	1	Urgency	Hurry! This special sale ends in 2h 42m 0s	42	9
216	Hype. Home	0	Not Dark Pattern	Hype. Home	10	2
672	VIP OFFERS END 00:54:59	1	Urgency	VIP OFFERS END 00:54:59	23	4
790	Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)	0	Not Dark Pattern	Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)	214	44
1158	This is how you can reject or delete your cookies	0	Not Dark Pattern	This is how you can reject or delete your cookies	49	10
667	Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress	0	Not Dark Pattern	Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress	78	10
1451	 Email Address 	0	Not Dark Pattern	Email Address	13	2
526	Your cart is reserved for 14:57 minutes!	1	Urgency	Your cart is reserved for 14:57 minutes!	40	7
386	No thanks, I don't want any deals	1	Misdirection	No thanks, I don't want any deals	33	7
1536	Toddler Boy Underwear and Undershirts	0	Not Dark Pattern	Toddler Boy Underwear and Undershirts	37	5
1488	Collegiate Shooting Programs	0	Not Dark Pattern	Collegiate Shooting Programs	28	3
1497	ONLY 1 ITEM LEFT	1	Scarcity	ONLY 1 ITEM LEFT	16	4
559	01 Hours 37 Minutes 48 Seconds 1/10s	1	Urgency	01 Hours 37 Minutes 48 Seconds 1/10s	36	7
907	 Supporting All Artists Create because you can 	0	Not Dark Pattern	Supporting All Artists Create because you can	45	7
1723	HomeFlowersColourful Mixed Roses Bouquet	0	Not Dark Pattern	HomeFlowersColourful Mixed Roses Bouquet	40	4
69	Send as giftexpand_more	0	Not Dark Pattern	Send as giftexpand_more	23	3
209	Delivery & Returns	0	Not Dark Pattern	Delivery & Returns	18	3
1622	Only: 9 in stock now	1	Scarcity	Only: 9 in stock now	20	5
1555	Only 3 left , In Stock	1	Scarcity	Only 3 left , In Stock	22	6
1550	Livefood Subscription	0	Not Dark Pattern	Livefood Subscription	21	2
249	Grocery & Liquor	0	Not Dark Pattern	Grocery & Liquor	16	3
680	 For Wife 	0	Not Dark Pattern	For Wife	8	2
855	UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS  :  04HOURS  :  13MINS  :  28SECS	1	Urgency	UP TO 60% OFF SPRING SALE PLUS 10% OFF ALL SHOWERS ENTER CODE SHOWERS10 AT CHECKOUT, MUST END TUESDAY 02DAYS : 04HOURS : 13MINS : 28SECS	136	26
103	Great for keeping track of your pup while at work	0	Not Dark Pattern	Great for keeping track of your pup while at work	49	10
108	 Subscribe 	0	Not Dark Pattern	Subscribe	9	1
1167	Powered by	0	Not Dark Pattern	Powered by	10	2
1480	JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -	0	Not Dark Pattern	JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- View All -	78	8
1361	Hurry, Only a few left!	1	Scarcity	Hurry, Only a few left!	23	5
811	 I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit 	0	Not Dark Pattern	I love this phone case! 😍 #phonecase #hiraeth #appleiphone #apple #rosegold #loveit	83	12
1253	ONLY 1 LEFT IN THIS SIZE	1	Scarcity	ONLY 1 LEFT IN THIS SIZE	24	6
1034	Looking for your order history?	0	Not Dark Pattern	Looking for your order history?	31	5
1164	Only 82 left in stock!	1	Scarcity	Only 82 left in stock!	22	5
1667	Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here. 	0	Not Dark Pattern	Readers looking for some old-fashioned storytelling with a sprinkling of magic will find it here.	97	15
1268	Traditional Snacks	0	Not Dark Pattern	Traditional Snacks	18	2
993	 Travel Accessories 	0	Not Dark Pattern	Travel Accessories	18	2
1469	eWriters & Graphics Tablets	0	Not Dark Pattern	eWriters & Graphics Tablets	27	4
8	 EU Delivery & Returns 	0	Not Dark Pattern	EU Delivery & Returns	21	4
1054	LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW	1	Urgency	LIMITED TIME OFFER MEN'S CHINOS & 5-POCKET PANTS BUY 2 FOR $59.90 EACH SHOP NOW	79	15
584	Your order will be reserved for 6:56 minutes.	1	Urgency	Your order will be reserved for 6:56 minutes.	45	8
1299	LESS THAN 8 LEFT IN STOCK!	1	Scarcity	LESS THAN 8 LEFT IN STOCK!	26	6
1289	 United States 	0	Not Dark Pattern	United States	13	2
1013	Limited Time Sale - Buy Now!	1	Urgency	Limited Time Sale - Buy Now!	28	6
1536	 Mobile Terms of Use 	0	Not Dark Pattern	Mobile Terms of Use	19	4
1459	 ALL SALE 	0	Not Dark Pattern	ALL SALE	8	2
1469	MyStore	0	Not Dark Pattern	MyStore	7	1
1297	JUST 1 LEFT!	1	Scarcity	JUST 1 LEFT!	12	3
1326	Don't snooze, only 1 left	1	Scarcity	Don't snooze, only 1 left	25	5
880	I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.	1	Forced Action	I agree to receive marketing emails from Natural Life and agree to our Privacy Policy and terms of use.	103	19
1222	Don't miss out, only 2 left in stock	1	Scarcity	Don't miss out, only 2 left in stock	36	8
37	Someone from Rochedale, Queensland, Australia started buying this!	1	Social Proof	Someone from Rochedale, Queensland, Australia started buying this!	66	8
216	 Please click 	0	Not Dark Pattern	Please click	12	2
1468	 Box Springs & Foundations	0	Not Dark Pattern	Box Springs & Foundations	25	4
833	Countdown	0	Not Dark Pattern	Countdown	9	1
667	Men's Pullover Sweaters	0	Not Dark Pattern	Men's Pullover Sweaters	23	3
1604	 Tony Bianco 	0	Not Dark Pattern	Tony Bianco	11	2
1590	 LOGO BLACK 	0	Not Dark Pattern	LOGO BLACK	10	2
1723	Everything was perfect. The delivery was very smooth and the products were in great condition as well.	0	Not Dark Pattern	Everything was perfect. The delivery was very smooth and the products were in great condition as well.	102	17
1405	 Face Masks	0	Not Dark Pattern	Face Masks	10	2
1040	LIMITED TIME OFFER!	1	Urgency	LIMITED TIME OFFER!	19	3
1077	Low In Stock Today	1	Scarcity	Low In Stock Today	18	4
1729	Lenscap: Damage Only	1	Misdirection	Lenscap: Damage Only	20	3
1745	With 1-year Care Subscription 10 days history	1	Misdirection	With 1-year Care Subscription 10 days history	45	7
